City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hours),Snow inches (last 3 hours)
487,Nyanza,RW,2022-11-25 03:50:14,-2.3519,29.7509,55.15,94,99,1.19,overcast clouds,0,0
488,Belozerskoye,RU,2022-11-25 03:50:14,55.8214,65.5842,4.46,78,18,11.59,few clouds,0,0
489,Shulan,CN,2022-11-25 03:50:15,44.4167,126.95,38.82,85,100,13.47,overcast clouds,0,0
490,Vanavara,RU,2022-11-25 03:50:15,60.34,102.2797,-18.74,96,100,2.21,overcast clouds,0,0
491,Hyeres,FR,2022-11-25 03:50:16,43.1167,6.1167,58.41,83,100,4.61,overcast clouds,0,0
492,Buchanan,LR,2022-11-25 03:50:16,5.8808,-10.0467,74.93,89,99,5.61,overcast clouds,0,0
493,Sawakin,SD,2022-11-25 03:50:17,19.1059,37.3321,79.12,80,9,8.61,clear sky,0,0
494,Guarda,PT,2022-11-25 03:50:17,40.5373,-7.2658,44.24,92,94,6.08,overcast clouds,0,0
495,Jahazpur,IN,2022-11-25 03:50:17,25.6167,75.2833,69.51,20,9,3.18,clear sky,0,0
496,Port Hawkesbury,CA,2022-11-25 03:50:18,45.6169,-61.3485,33.19,69,100,17.0,overcast clouds,0,0
497,Roald,NO,2022-11-25 03:50:18,62.5833,6.1333,50.92,49,20,17.27,few clouds,0,0
498,Huinan,CN,2022-11-25 03:50:19,42.6225,126.2614,34.2,100,100,9.13,snow,0,0
499,Bobo Dioulasso,BF,2022-11-25 03:50:19,11.1771,-4.2979,67.44,23,63,3.13,broken clouds,0,0
500,Baykit,RU,2022-11-25 03:50:20,61.67,96.37,-12.28,95,100,1.61,overcast clouds,0,0
501,Lakatoro,VU,2022-11-25 03:50:20,-16.0999,167.4164,84.61,68,61,6.73,moderate rain,0,0
502,Klamath Falls,US,2022-11-25 03:45:49,42.2249,-121.7817,35.85,68,0,4.61,clear sky,0,0
503,Port Moresby,PG,2022-11-25 03:47:30,-9.4431,147.1797,87.22,70,40,11.5,haze,0,0
504,Teguldet,RU,2022-11-25 03:50:21,57.3064,88.1667,-0.87,89,100,2.53,overcast clouds,0,0
505,Moussoro,TD,2022-11-25 03:50:21,13.6408,16.4901,70.02,17,1,14.03,clear sky,0,0
506,Ketchikan,US,2022-11-25 03:50:22,55.3422,-131.6461,39.67,93,100,5.75,moderate rain,3.81,0
507,Vrbno Pod Pradedem,CZ,2022-11-25 03:50:22,50.1209,17.3832,34.95,97,100,2.64,overcast clouds,0,0
508,Meulaboh,ID,2022-11-25 03:50:23,4.1363,96.1285,83.03,67,93,2.55,overcast clouds,0,0
509,Nelson Bay,AU,2022-11-25 03:50:23,-32.7167,152.15,77.05,65,7,14.25,clear sky,0,0
510,Ndjole,GA,2022-11-25 03:50:24,-0.1783,10.7649,74.12,99,100,2.08,light rain,0,0
511,Ereymentau,KZ,2022-11-25 03:50:24,51.6199,73.1033,21.79,96,100,8.72,snow,0,0
512,Kuopio,FI,2022-11-25 03:50:24,62.8924,27.677,19.35,93,100,8.05,overcast clouds,0,0
513,Kaoma,ZM,2022-11-25 03:50:25,-14.7833,24.8,62.38,95,92,3.83,overcast clouds,0,0
514,Marsa Matruh,EG,2022-11-25 03:50:25,31.3525,27.2453,64.83,68,3,15.3,clear sky,0,0
515,Bileca,BA,2022-11-25 03:50:26,42.8719,18.4297,48.09,78,1,4.74,clear sky,0,0
516,Kapuskasing,CA,2022-11-25 03:50:26,49.4169,-82.4331,33.89,93,100,9.22,snow,0,0
517,Ust-Kuyga,RU,2022-11-25 03:50:26,70.0167,135.6,-30.48,97,100,5.75,overcast clouds,0,0
518,Shangrao,CN,2022-11-25 03:50:27,28.4532,117.9686,62.28,88,100,0.49,overcast clouds,0,0
519,Brandfort,ZA,2022-11-25 03:50:27,-28.7001,26.4597,49.41,28,3,4.09,clear sky,0,0
520,Mitsamiouli,KM,2022-11-25 03:50:28,-11.3847,43.2844,80.89,69,20,13.8,light rain,0,0
521,Awbari,LY,2022-11-25 03:50:28,26.5921,12.7805,57.25,47,2,4.54,clear sky,0,0
522,Starup,DK,2022-11-25 03:50:29,55.241,9.535,44.89,100,75,10.36,mist,0,0
523,Baruun-Urt,MN,2022-11-25 03:50:29,46.6806,113.2792,11.71,65,100,13.98,overcast clouds,0,0
524,Rudbar,AF,2022-11-25 03:50:30,30.15,62.6,61.25,16,75,5.1,broken clouds,0,0
525,Hokitika,NZ,2022-11-25 03:50:30,-42.7167,170.9667,57.2,61,59,15.23,broken clouds,0,0
526,Colonia,DE,2022-11-25 03:48:54,50.9333,6.95,49.82,85,0,8.05,clear sky,0,0
527,Kargat,RU,2022-11-25 03:50:31,55.1956,80.2811,-3.24,93,100,6.29,overcast clouds,0,0
528,Scarborough,GB,2022-11-25 03:50:31,54.2797,-0.4044,46.65,89,85,11.99,moderate rain,0,0
529,Humenne,SK,2022-11-25 03:50:31,48.9371,21.9163,32.54,93,85,3.27,overcast clouds,0,0
530,Pemberton,CA,2022-11-25 03:50:32,50.3164,-122.8027,44.87,78,99,5.26,overcast clouds,0,0
531,Portland,US,2022-11-25 03:46:05,45.5234,-122.6762,48.63,74,20,11.99,few clouds,0,0
532,Waddan,LY,2022-11-25 03:50:32,29.1614,16.139,57.33,76,0,6.71,clear sky,0,0
533,Jinxiang,CN,2022-11-25 03:50:33,27.4327,120.6062,63.14,91,100,4.29,light rain,0,0
534,Shingu,JP,2022-11-25 03:47:04,33.7333,135.9833,61.86,53,2,4.23,clear sky,0,0
535,Ust-Maya,RU,2022-11-25 03:50:33,60.4167,134.5333,-24.36,96,96,0.27,overcast clouds,0,0
536,Geelong,AU,2022-11-25 03:50:34,-38.1471,144.3607,67.06,64,66,11.5,broken clouds,0,0
537,Kutum,SD,2022-11-25 03:50:34,14.2,24.6667,58.3,23,1,6.13,clear sky,0,0
538,Santa Fe,AR,2022-11-25 03:50:10,-31.6333,-60.7,78.98,65,85,5.99,overcast clouds,0,0
539,Barra Dos Coqueiros,BR,2022-11-25 03:50:35,-10.9089,-37.0386,78.82,83,0,10.36,clear sky,0,0
540,Yumen,CN,2022-11-25 03:50:36,40.2833,97.2,35.28,41,99,8.37,overcast clouds,0,0
541,Inhambane,MZ,2022-11-25 03:50:36,-23.865,35.3833,77.0,94,40,5.99,scattered clouds,0,0
542,Luanda,AO,2022-11-25 03:50:36,-8.8368,13.2343,78.8,89,75,4.61,broken clouds,0,0
543,Noumea,NC,2022-11-25 03:47:19,-22.2763,166.4572,78.78,66,99,15.66,overcast clouds,0,0
544,Gigmoto,PH,2022-11-25 03:50:37,13.7796,124.39,84.43,74,77,7.67,broken clouds,0,0
545,Kibungan,PH,2022-11-25 03:50:37,16.695,120.6553,80.28,46,14,3.98,few clouds,0,0
546,Nkayi,CG,2022-11-25 03:50:38,-4.1841,13.2884,72.75,97,100,1.57,overcast clouds,0,0
547,Adrar,MR,2022-11-25 03:50:38,20.5022,-10.0711,69.4,17,100,9.64,overcast clouds,0,0
548,Marfino,RU,2022-11-25 03:50:39,55.7028,37.3822,21.45,93,100,6.71,overcast clouds,0,0
549,Zambezi,ZM,2022-11-25 03:50:39,-13.5432,23.1047,64.38,96,99,4.36,overcast clouds,0,0
550,Puerto Leguizamo,CO,2022-11-25 03:50:40,-0.1934,-74.7819,71.53,97,49,0.87,scattered clouds,0,0
551,Sendafa,ET,2022-11-25 03:50:40,9.15,39.0333,54.75,65,90,1.74,overcast clouds,0,0
552,Goderich,CA,2022-11-25 03:50:41,43.7501,-81.7165,50.32,50,99,13.8,overcast clouds,0,0
553,Aripuana,BR,2022-11-25 03:50:41,-9.1667,-60.6333,71.4,95,87,0.29,overcast clouds,0,0
554,Santona,ES,2022-11-25 03:50:42,43.4439,-3.4576,54.32,87,100,10.85,light rain,0,0
555,Maragogi,BR,2022-11-25 03:50:42,-9.0122,-35.2225,76.6,83,89,7.81,overcast clouds,0,0
556,Pitkyaranta,RU,2022-11-25 03:50:43,61.5734,31.4792,18.23,86,95,7.2,overcast clouds,0,0
557,Peniche,PT,2022-11-25 03:50:43,39.3558,-9.3811,59.56,84,34,11.25,scattered clouds,0,0
