City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hours),Snow inches (last 3 hours)
241,Warwick,US,2022-11-25 03:48:19,41.7001,-71.4162,49.91,91,20,3.44,few clouds,0,0
242,Alexandria,EG,2022-11-25 03:48:08,31.2156,29.9553,68.41,57,2,16.82,clear sky,0,0
243,Katsuura,JP,2022-11-25 03:48:20,35.1333,140.3,60.94,59,47,12.64,scattered clouds,0,0
244,Benguela,AO,2022-11-25 03:48:21,-12.5763,13.4055,78.89,82,98,4.65,overcast clouds,0,0
245,Alibag,IN,2022-11-25 03:48:21,18.6411,72.8792,80.67,50,72,4.32,broken clouds,0,0
246,Sabang,ID,2022-11-25 03:48:22,5.8933,95.3214,82.06,73,98,20.89,overcast clouds,0,0
247,Dingle,PH,2022-11-25 03:48:22,10.9995,122.6711,85.42,74,97,13.13,overcast clouds,0,0
248,Kununurra,AU,2022-11-25 03:48:23,-15.7667,128.7333,94.98,46,50,8.05,scattered clouds,0,0
249,Krasnoselkup,RU,2022-11-25 03:48:24,65.7,82.4667,-29.83,98,6,7.74,clear sky,0,0
250,Vila Velha,BR,2022-11-25 03:48:24,-20.3297,-40.2925,70.95,98,100,5.99,moderate rain,0,0
251,Kyra,RU,2022-11-25 03:48:25,49.5776,111.9753,4.21,54,79,16.71,broken clouds,0,0
252,Gallipoli,TR,2022-11-25 03:48:25,40.4103,26.6708,48.06,75,100,15.59,overcast clouds,0,0
253,Itoman,JP,2022-11-25 03:48:26,26.1247,127.6694,71.98,94,75,10.36,broken clouds,0,0
254,Fort Nelson,CA,2022-11-25 03:45:48,58.8053,-122.7002,17.19,99,0,4.61,fog,0,0
255,Mahebourg,MU,2022-11-25 03:48:26,-20.4081,57.7,80.26,69,40,10.36,scattered clouds,0,0
256,Mar Del Plata,AR,2022-11-25 03:45:25,-38.0023,-57.5575,58.95,85,40,13.8,scattered clouds,0,0
257,Scottsbluff,US,2022-11-25 03:45:17,41.8666,-103.6672,34.79,49,0,1.99,clear sky,0,0
258,Half Moon Bay,US,2022-11-25 03:45:49,37.4636,-122.4286,62.74,53,0,0.0,clear sky,0,0
259,Asau,RO,2022-11-25 03:48:28,46.4333,26.4,34.72,97,100,0.87,overcast clouds,0,0
260,Saint-Ambroise,CA,2022-11-25 03:48:28,48.5501,-71.3324,28.94,93,100,5.41,overcast clouds,0,0
261,Adiake,CI,2022-11-25 03:48:29,5.2863,-3.304,76.51,86,45,4.03,scattered clouds,0,0
262,Belmonte,BR,2022-11-25 03:48:29,-15.8631,-38.8828,75.33,90,97,9.01,heavy intensity rain,0,0
263,Watsa,CD,2022-11-25 03:48:30,3.0372,29.5355,62.04,97,21,1.88,few clouds,0,0
264,Bandundu,CD,2022-11-25 03:48:30,-3.3167,17.3667,71.1,94,100,0.87,overcast clouds,0,0
265,Dhidhdhoo,MV,2022-11-25 03:48:31,6.8833,73.1,80.92,68,81,6.67,broken clouds,0,0
266,Labuhan,ID,2022-11-25 03:48:31,-6.8844,112.2051,84.16,67,98,3.27,overcast clouds,0,0
267,Forbes,AU,2022-11-25 03:48:32,-33.3833,148.0167,78.35,28,6,11.3,clear sky,0,0
268,Zunyi,CN,2022-11-25 03:48:32,27.6867,106.9072,63.39,68,52,5.08,broken clouds,0,0
269,Astoria,US,2022-11-25 03:47:31,46.1879,-123.8313,48.85,85,0,4.61,clear sky,0,0
270,Sidi Ali,DZ,2022-11-25 03:48:33,36.0998,0.4206,59.43,80,100,5.01,overcast clouds,0,0
271,Mugi,RU,2022-11-25 03:48:33,42.2994,47.4208,42.21,28,59,5.66,broken clouds,0,0
272,Havoysund,NO,2022-11-25 03:48:34,70.9963,24.6622,26.83,80,14,12.19,few clouds,0,0
273,Aden,YE,2022-11-25 03:48:35,12.7794,45.0367,79.36,72,0,17.47,clear sky,0,0
274,Geraldton,AU,2022-11-25 03:48:35,-28.7667,114.6,73.81,53,75,16.11,broken clouds,0,0
275,Carbonia,IT,2022-11-25 03:48:36,39.1672,8.5222,47.01,79,98,2.37,overcast clouds,0,0
276,Sinjar,IQ,2022-11-25 03:43:51,36.3209,41.8754,56.39,69,100,12.95,overcast clouds,0,0
277,Catia La Mar,VE,2022-11-25 03:48:36,10.6038,-67.0303,80.49,78,20,0.0,few clouds,0,0
278,Toktogul,KG,2022-11-25 03:48:37,41.8708,72.9402,43.61,64,100,2.68,overcast clouds,0,0
279,Olga,RU,2022-11-25 03:48:37,43.7444,135.2892,35.74,98,100,3.91,light rain,0,0
280,Pangody,RU,2022-11-25 03:48:38,65.85,74.4859,-32.82,100,7,2.33,clear sky,0,0
281,Borogontsy,RU,2022-11-25 03:48:38,62.6683,131.1683,-29.49,98,100,0.76,overcast clouds,0,0
282,Mumbwa,ZM,2022-11-25 03:48:38,-14.9783,27.0619,65.16,92,94,3.0,overcast clouds,0,0
283,Yanam,IN,2022-11-25 03:48:39,16.7333,82.2167,81.46,75,55,4.36,broken clouds,0,0
284,Kodiak,US,2022-11-25 03:48:39,57.79,-152.4072,36.91,81,100,3.44,overcast clouds,0,0
285,Batagay,RU,2022-11-25 03:48:40,67.6333,134.6333,-29.9,96,100,2.19,overcast clouds,0,0
286,Baturinskaya,RU,2022-11-25 03:48:40,45.7927,39.3707,49.98,73,100,11.45,overcast clouds,0,0
287,Olinda,BR,2022-11-25 03:48:41,-8.0089,-34.8553,80.33,74,75,9.22,broken clouds,0,0
288,Shemonaikha,KZ,2022-11-25 03:48:41,50.6328,81.9056,18.73,77,100,11.36,light snow,0,0
289,Sorland,NO,2022-11-25 03:48:41,67.667,12.6934,39.06,69,53,15.28,broken clouds,0,0
290,Mercedes,AR,2022-11-25 03:48:42,-34.6515,-59.4307,71.04,52,42,14.05,scattered clouds,0,0
291,Northam,GB,2022-11-25 03:48:42,51.0333,-4.2167,49.24,79,9,18.84,clear sky,0,0
292,Lusaka,ZM,2022-11-25 03:48:43,-15.4067,28.2871,64.49,85,95,3.83,overcast clouds,0,0
293,Margate,GB,2022-11-25 03:48:43,51.3813,1.3862,49.69,84,6,3.0,clear sky,0,0
294,Csenger,HU,2022-11-25 03:48:44,47.8358,22.681,32.05,78,73,8.59,broken clouds,0,0
295,Guerrero Negro,MX,2022-11-25 03:48:44,27.9769,-114.0611,63.91,31,0,14.18,clear sky,0,0
296,Sylva,RU,2022-11-25 03:48:44,58.0348,56.7635,9.77,77,18,7.34,few clouds,0,0
297,Mandera,KE,2022-11-25 03:48:45,3.9366,41.867,77.65,72,13,12.57,few clouds,0,0
298,Taltal,CL,2022-11-25 03:48:45,-25.4,-70.4833,64.8,71,24,0.83,few clouds,0,0
299,Daura,NG,2022-11-25 03:48:46,11.5538,11.4085,64.89,22,4,9.31,clear sky,0,0
300,Halifax,CA,2022-11-25 03:44:05,44.6453,-63.5724,27.68,59,50,17.0,scattered clouds,0,0
301,Tortoli,IT,2022-11-25 03:48:47,39.9256,9.6572,55.22,58,0,16.11,clear sky,0,0
302,Greeneville,US,2022-11-25 03:48:47,36.1632,-82.831,52.68,59,75,0.0,broken clouds,0,0
303,Karaton,ID,2022-11-25 03:48:47,-6.3424,106.1045,83.89,63,99,3.22,overcast clouds,0,0
304,Okha,RU,2022-11-25 03:48:48,53.5739,142.9478,21.61,81,85,8.23,overcast clouds,0,0
305,Hasaki,JP,2022-11-25 03:48:49,35.7333,140.8333,64.29,53,8,11.65,clear sky,0,0
306,Udachnyy,RU,2022-11-25 03:48:49,66.4167,112.4,-28.55,74,98,2.46,overcast clouds,0,0
307,Awjilah,LY,2022-11-25 03:48:49,29.1081,21.2869,62.38,86,74,8.99,broken clouds,0,0
308,Obzor,BG,2022-11-25 03:48:50,42.8167,27.8833,46.62,70,63,17.36,broken clouds,0,0
309,Pitimbu,BR,2022-11-25 03:48:50,-7.4706,-34.8086,79.39,80,13,11.74,few clouds,0,0
310,Lavrentiya,RU,2022-11-25 03:48:51,65.5833,-171.0,21.47,85,100,9.37,overcast clouds,0,0
311,Skibbereen,IE,2022-11-25 03:48:51,51.55,-9.2667,52.11,83,6,19.69,clear sky,0,0
312,Kampot,KH,2022-11-25 03:48:52,10.6167,104.1833,84.25,74,35,6.6,scattered clouds,0,0
313,Vestmannaeyjar,IS,2022-11-25 03:48:52,63.4427,-20.2734,45.82,81,72,18.88,broken clouds,0,0
314,Husavik,IS,2022-11-25 03:48:53,66.0449,-17.3389,39.11,97,100,10.07,overcast clouds,0,0
315,Kamaishi,JP,2022-11-25 03:48:53,39.2667,141.8833,51.87,56,4,2.93,clear sky,0,0
316,Oksfjord,NO,2022-11-25 03:48:53,70.2396,22.3479,30.38,82,14,8.55,few clouds,0,0
317,Syracuse,IT,2022-11-25 03:48:54,37.0881,15.2792,52.32,70,4,6.22,clear sky,0,0
318,Port Hueneme,US,2022-11-25 03:48:54,34.1478,-119.1951,71.69,13,0,21.85,clear sky,0,0
319,Meadow Lake,US,2022-11-25 03:48:55,34.8014,-106.5436,40.35,76,99,2.28,overcast clouds,0,0
320,Ancud,CL,2022-11-25 03:48:55,-41.8697,-73.8203,45.88,79,64,4.43,broken clouds,0,0
321,Pacific Grove,US,2022-11-25 03:48:56,36.6177,-121.9166,57.81,54,0,9.22,clear sky,0,0
322,Uarini,BR,2022-11-25 03:48:56,-2.99,-65.1083,76.64,79,98,0.65,overcast clouds,0,0
323,Misratah,LY,2022-11-25 03:48:56,32.3754,15.0925,67.73,70,3,15.14,clear sky,0,0
324,Bonfim,BR,2022-11-25 03:48:57,3.0833,-59.95,74.28,93,100,1.34,overcast clouds,0,0
325,Tura,IN,2022-11-25 03:48:57,25.5198,90.2201,75.31,51,0,0.83,clear sky,0,0
326,Tiarei,PF,2022-11-25 03:48:58,-17.5333,-149.3333,80.01,77,38,17.52,scattered clouds,0,0
327,Yar-Sale,RU,2022-11-25 03:48:58,66.8333,70.8333,-22.36,97,8,7.61,clear sky,0,0
328,Los Llanos De Aridane,ES,2022-11-25 03:48:59,28.6585,-17.9182,65.95,86,75,8.05,broken clouds,0,0
329,Road Town,VG,2022-11-25 03:48:59,18.4167,-64.6167,80.69,79,1,16.87,clear sky,0,0
330,San Cristobal,VE,2022-11-25 03:49:00,7.7669,-72.225,69.98,93,28,1.74,scattered clouds,0,0
331,Cuyamel,HN,2022-11-25 03:49:00,15.6667,-88.2,76.01,89,70,2.21,broken clouds,0,0
332,Visakhapatnam,IN,2022-11-25 03:49:01,17.69,83.2093,75.09,100,100,2.3,overcast clouds,0,0
333,Ratnagiri,IN,2022-11-25 03:49:01,16.9833,73.3,84.56,54,92,5.75,overcast clouds,0,0
334,Hervey Bay,AU,2022-11-25 03:49:01,-25.2986,152.8535,79.11,44,0,11.01,clear sky,0,0
335,Qinzhou,CN,2022-11-25 03:49:02,21.95,108.6167,69.85,94,100,4.38,overcast clouds,0,0
336,Walvis Bay,NA,2022-11-25 03:48:15,-22.9575,14.5053,59.95,82,0,2.3,clear sky,0,0
337,Rio Grande,BR,2022-11-25 03:49:03,-32.035,-52.0986,65.05,76,0,10.27,light rain,0,0
338,Varhaug,NO,2022-11-25 03:49:03,58.6147,5.6457,50.9,83,100,34.05,light rain,0,0
339,Saint-Augustin,CA,2022-11-25 03:49:04,51.226,-58.6502,22.55,76,96,21.85,overcast clouds,0,0
340,Alugan,PH,2022-11-25 03:49:04,12.2188,125.4808,82.58,79,93,9.55,overcast clouds,0,0
341,Kamenka,RU,2022-11-25 03:49:05,51.3223,42.7678,32.31,94,99,6.96,overcast clouds,0,0
342,Phangnga,TH,2022-11-25 03:49:05,8.4509,98.5298,80.64,66,80,4.14,broken clouds,0,0
343,Brae,GB,2022-11-25 03:49:06,60.3964,-1.353,49.19,81,94,28.16,overcast clouds,0,0
344,Forrest City,US,2022-11-25 03:49:06,35.0081,-90.7898,49.44,90,100,5.64,overcast clouds,0,0
345,Christchurch,NZ,2022-11-25 03:49:07,-43.5333,172.6333,60.48,58,75,12.66,broken clouds,0,0
346,Ekuvukeni,ZA,2022-11-25 03:49:07,-28.4675,30.1551,63.32,91,100,3.85,light rain,0,0
347,Srednekolymsk,RU,2022-11-25 03:49:08,67.45,153.6833,-16.76,98,100,4.18,overcast clouds,0,0
348,Muzhi,RU,2022-11-25 03:49:09,65.3667,64.6667,-7.74,100,96,0.81,overcast clouds,0,0
349,Codrington,AU,2022-11-25 03:49:09,-38.2667,141.9667,68.47,59,100,6.82,overcast clouds,0,0
350,Lasem,ID,2022-11-25 03:49:10,-6.6922,111.4527,85.89,67,95,1.48,overcast clouds,0,0
351,Motala,SE,2022-11-25 03:49:11,58.5371,15.0365,37.17,97,100,5.99,overcast clouds,0,0
352,Airai,TL,2022-11-25 03:49:11,-8.9266,125.4092,70.56,73,95,0.38,overcast clouds,0,0
353,Deputatskiy,RU,2022-11-25 03:49:12,69.3,139.9,-30.05,95,100,4.43,overcast clouds,0,0
354,Sunrise Manor,US,2022-11-25 03:49:12,36.2111,-115.0731,58.32,22,0,10.36,clear sky,0,0
355,Sutysky,UA,2022-11-25 03:49:13,49.0425,28.4173,36.03,96,100,8.01,overcast clouds,0,0
356,Zharkent,KZ,2022-11-25 03:49:13,44.1628,80.0,41.88,66,2,2.01,clear sky,0,0
357,Iskateley,RU,2022-11-25 03:49:14,67.6803,53.1512,19.11,97,94,5.53,light snow,0,0
358,Pryozerne,UA,2022-11-25 03:49:14,45.2698,36.3303,55.04,75,100,6.35,overcast clouds,0,0
359,Malko Tarnovo,BG,2022-11-25 03:49:15,41.9833,27.5333,43.07,75,100,9.62,overcast clouds,0,0
360,Chuy,UY,2022-11-25 03:49:15,-33.6971,-53.4616,63.01,81,2,5.82,clear sky,0,0
361,Karratha,AU,2022-11-25 03:49:16,-20.7377,116.8463,90.09,36,100,12.77,overcast clouds,0,0
362,Karasjok,NO,2022-11-25 03:49:16,69.4719,25.5112,5.4,99,73,5.84,broken clouds,0,0
363,Arona,ES,2022-11-25 03:49:17,28.0996,-16.681,65.39,73,20,8.05,few clouds,0,0
364,Raudeberg,NO,2022-11-25 03:49:17,61.9875,5.1352,48.87,53,100,19.62,overcast clouds,0,0
365,Muravlenko,RU,2022-11-25 03:49:18,63.7898,74.523,-31.58,99,9,7.27,clear sky,0,0
366,Liwale,TZ,2022-11-25 03:49:18,-9.7667,37.9333,71.47,79,80,5.66,broken clouds,0,0
367,Oume,JP,2022-11-25 03:49:19,35.7839,139.2431,63.01,41,0,3.44,clear sky,0,0
368,Wewak,PG,2022-11-25 03:49:20,-3.5534,143.6268,85.95,66,91,7.72,overcast clouds,0,0
369,Kloulklubed,PW,2022-11-25 03:49:20,7.0419,134.2556,86.5,75,98,8.43,overcast clouds,0,0
370,Bangassou,CF,2022-11-25 03:49:21,4.7413,22.8184,71.49,88,100,2.01,overcast clouds,0,0
371,Jutai,BR,2022-11-25 03:49:21,-5.1833,-68.9,71.4,99,70,2.35,broken clouds,0,0
372,Stabat,ID,2022-11-25 03:49:22,3.761,98.4513,82.6,60,73,1.9,broken clouds,0,0
373,Taoudenni,ML,2022-11-25 03:49:22,22.6783,-3.9836,69.96,32,100,7.7,overcast clouds,0,0
374,Chokwe,MZ,2022-11-25 03:49:23,-24.5333,32.9833,76.19,62,6,3.4,clear sky,0,0
375,Bandarbeyla,SO,2022-11-25 03:49:24,9.4942,50.8122,78.24,74,16,8.66,few clouds,0,0
376,Shelburne,CA,2022-11-25 03:49:24,44.0787,-80.2041,41.45,71,99,8.39,overcast clouds,0,0
377,Coquimbo,CL,2022-11-25 03:49:25,-29.9533,-71.3436,56.93,100,0,4.61,clear sky,0,0
378,Cockburn Town,TC,2022-11-25 03:49:25,21.4612,-71.1419,80.53,73,1,16.17,clear sky,0,0
379,Usakos,NA,2022-11-25 03:49:26,-22.0,15.6,73.94,23,71,4.18,broken clouds,0,0
380,Bongandanga,CD,2022-11-25 03:49:26,1.5,21.05,68.74,99,76,2.15,light rain,0,0
381,Ginda,IN,2022-11-25 03:49:27,30.6945,78.4932,61.99,21,32,3.42,scattered clouds,0,0
382,Praia Da Vitoria,PT,2022-11-25 03:49:27,38.7333,-27.0667,64.76,77,40,29.01,scattered clouds,0,0
383,Zhezkazgan,KZ,2022-11-25 03:49:28,47.8043,67.7144,31.98,86,100,17.9,overcast clouds,0,0
384,Henties Bay,NA,2022-11-25 03:49:28,-22.116,14.2845,58.84,91,17,7.96,few clouds,0,0
385,Gobabis,NA,2022-11-25 03:49:29,-22.45,18.9667,68.88,18,71,8.03,broken clouds,0,0
386,Diamantino,BR,2022-11-25 03:49:31,-14.4086,-56.4461,71.58,95,100,2.71,overcast clouds,0,0
387,Saint-Pierre,RE,2022-11-25 03:49:32,-21.3393,55.4781,78.91,53,0,4.61,clear sky,0,0
388,Touros,BR,2022-11-25 03:49:32,-5.1989,-35.4608,77.54,82,39,11.99,scattered clouds,0,0
389,Mount Isa,AU,2022-11-25 03:49:32,-20.7333,139.5,96.57,20,40,10.36,scattered clouds,0,0
390,Barroquinha,BR,2022-11-25 03:49:33,-3.0189,-41.1361,75.09,83,49,6.82,scattered clouds,0,0
391,Salinas,US,2022-11-25 03:49:34,36.6777,-121.6555,58.48,54,0,9.22,clear sky,0,0
392,Kushima,JP,2022-11-25 03:49:34,31.4583,131.2333,68.07,58,66,6.8,broken clouds,0,0
393,Rakaia,NZ,2022-11-25 03:49:35,-43.75,172.0167,60.37,56,72,10.58,broken clouds,0,0
394,Cumra,TR,2022-11-25 03:49:35,37.5732,32.7745,41.14,85,98,0.54,overcast clouds,0,0
395,Tual,ID,2022-11-25 03:49:36,-5.6667,132.75,84.27,65,91,2.1,overcast clouds,0,0
396,Nara,JP,2022-11-25 03:47:01,34.6851,135.8049,62.91,43,15,2.44,few clouds,0,0
397,Sambava,MG,2022-11-25 03:49:36,-14.2667,50.1667,75.69,79,4,9.8,clear sky,0,0
398,Nome,US,2022-11-25 03:48:05,64.5011,-165.4064,21.27,79,100,12.66,overcast clouds,0,0
399,Mackay,AU,2022-11-25 03:49:37,-21.15,149.2,82.69,65,99,10.89,overcast clouds,0,0
400,Virovitica,HR,2022-11-25 03:49:37,45.8319,17.3839,39.9,88,14,1.57,few clouds,0,0
401,Pontal Do Parana,BR,2022-11-25 03:48:08,-25.6533,-48.5128,67.89,87,94,5.73,overcast clouds,0,0
402,Huanan,CN,2022-11-25 03:49:38,46.2167,130.5167,31.71,97,100,2.98,snow,0,0
403,Vardo,NO,2022-11-25 03:49:39,70.3705,31.1107,26.58,80,100,27.63,overcast clouds,0,0
404,Aykhal,RU,2022-11-25 03:49:39,66.0,111.5,-24.47,100,97,2.64,overcast clouds,0,0
405,Pochutla,MX,2022-11-25 03:49:40,15.7432,-96.4661,75.81,82,52,3.36,broken clouds,0,0
406,Klaksvik,FO,2022-11-25 03:49:40,62.2266,-6.589,49.12,93,100,26.13,light rain,0,0
407,Alcudia,ES,2022-11-25 03:49:41,39.8532,3.1214,64.38,81,100,13.35,overcast clouds,0,0
408,Jiwani,PK,2022-11-25 03:49:41,25.05,61.7417,77.99,48,22,2.64,few clouds,0,0
409,Clyde River,CA,2022-11-25 03:49:42,70.4692,-68.5914,-9.17,70,0,5.75,clear sky,0,0
410,Antalaha,MG,2022-11-25 03:49:42,-14.9003,50.2788,76.87,69,25,8.21,scattered clouds,0,0
411,Faanui,PF,2022-11-25 03:49:42,-16.4833,-151.75,78.58,76,36,14.54,light rain,0,0
412,Inyonga,TZ,2022-11-25 03:49:43,-6.7167,32.0667,63.43,89,85,3.69,overcast clouds,0,0
413,Dharchula,IN,2022-11-25 03:49:43,29.85,80.5333,68.29,22,31,3.62,scattered clouds,0,0
414,Jalu,LY,2022-11-25 03:49:44,29.0331,21.5482,62.65,85,84,9.1,broken clouds,0,0
415,Port Lincoln,AU,2022-11-25 03:49:44,-34.7333,135.8667,79.95,39,17,5.57,few clouds,0,0
416,Rawson,AR,2022-11-25 03:49:04,-43.3002,-65.1023,56.68,62,1,24.92,clear sky,0,0
417,Tuatapere,NZ,2022-11-25 03:49:45,-46.1333,167.6833,55.76,62,100,10.02,overcast clouds,0,0
418,Pangai,TO,2022-11-25 03:49:45,-19.8,-174.35,86.11,66,40,6.91,scattered clouds,0,0
419,Victoria,HK,2022-11-25 03:46:27,22.2855,114.1577,78.96,89,100,10.0,overcast clouds,0,0
420,Aitape,PG,2022-11-25 03:49:46,-3.1374,142.3475,86.67,63,57,8.75,broken clouds,0,0
421,Howard Springs,AU,2022-11-25 03:49:47,-12.497,131.047,91.98,70,49,2.48,light rain,0,0
422,Tatawin,TN,2022-11-25 03:49:47,32.9297,10.4518,58.53,75,3,2.98,clear sky,0,0
423,Saldanha,ZA,2022-11-25 03:49:47,-33.0117,17.9442,51.85,59,0,21.12,clear sky,0,0
424,Kunnamangalam,IN,2022-11-25 03:49:48,11.3046,75.8777,79.43,77,99,3.94,overcast clouds,0,0
425,Kavieng,PG,2022-11-25 03:49:48,-2.5744,150.7967,85.23,62,64,3.87,broken clouds,0,0
426,Kulhudhuffushi,MV,2022-11-25 03:49:49,6.6221,73.07,80.85,70,78,7.05,broken clouds,0,0
427,College,US,2022-11-25 03:49:49,64.8569,-147.8028,15.75,87,100,0.0,light snow,0,0
428,Albacete,ES,2022-11-25 03:49:50,38.8333,-2.0,54.41,82,75,4.61,broken clouds,0,0
429,Tessalit,ML,2022-11-25 03:49:50,20.1986,1.0114,67.05,18,100,9.82,overcast clouds,0,0
430,Fairbanks,US,2022-11-25 03:45:32,64.8378,-147.7164,15.76,86,100,0.0,light snow,0,0
431,Fernie,CA,2022-11-25 03:49:51,49.5,-115.0687,44.69,99,65,3.29,broken clouds,0,0
432,Faya,SA,2022-11-25 03:49:51,18.3851,42.4509,51.91,62,0,0.47,clear sky,0,0
433,Alcaniz,ES,2022-11-25 03:49:51,41.05,-0.1333,53.08,82,100,4.99,overcast clouds,0,0
434,Calama,CL,2022-11-25 03:49:52,-22.4667,-68.9333,55.89,38,40,2.3,scattered clouds,0,0
435,Payakumbuh,ID,2022-11-25 03:49:52,-0.2202,100.6308,74.52,85,100,2.8,overcast clouds,0,0
436,Tezu,IN,2022-11-25 03:49:53,27.9167,96.1667,78.6,28,0,3.31,clear sky,0,0
437,San Policarpo,PH,2022-11-25 03:49:53,12.1791,125.5072,82.78,78,93,9.89,overcast clouds,0,0
438,New Castle,US,2022-11-25 03:45:09,41.0037,-80.347,54.68,56,75,0.0,broken clouds,0,0
439,Shu,KZ,2022-11-25 03:49:54,43.5983,73.7614,48.07,60,0,5.97,clear sky,0,0
440,Tabasalu,EE,2022-11-25 03:49:54,59.4303,24.5331,28.26,92,100,10.36,overcast clouds,0,0
441,Sitka,US,2022-11-25 03:49:54,57.0531,-135.33,39.09,81,75,18.41,light rain,0.25,0
442,Hay River,CA,2022-11-25 03:49:55,60.8156,-115.7999,30.18,93,75,10.36,broken clouds,0,0
443,Lakselv,NO,2022-11-25 03:49:55,70.0513,24.9718,22.82,80,20,28.77,few clouds,0,0
444,Rocha,UY,2022-11-25 03:47:26,-34.4833,-54.3333,62.22,74,0,4.07,clear sky,0,0
445,Chapais,CA,2022-11-25 03:49:56,49.7834,-74.8492,29.98,95,100,9.82,overcast clouds,0,0
446,Wakkanai,JP,2022-11-25 03:49:57,45.4094,141.6739,40.98,75,75,8.05,broken clouds,0,0
447,Brokopondo,SR,2022-11-25 03:49:57,4.75,-55.1667,74.77,92,100,3.15,moderate rain,0,0
448,Brewster,US,2022-11-25 03:49:57,41.3973,-73.6171,45.91,93,99,3.4,overcast clouds,0,0
449,Bossier City,US,2022-11-25 03:49:58,32.516,-93.7321,59.49,91,100,9.22,light rain,0,0
450,Mitu,CO,2022-11-25 03:49:58,1.1983,-70.1733,71.38,98,100,0.18,overcast clouds,0,0
451,Vangaindrano,MG,2022-11-25 03:49:59,-23.35,47.6,73.81,86,32,3.33,light rain,0,0
452,Ucluelet,CA,2022-11-25 03:49:59,48.9329,-125.5528,50.09,92,100,1.99,overcast clouds,0,0
453,Olafsvik,IS,2022-11-25 03:49:59,64.8945,-23.7142,42.64,80,75,19.08,broken clouds,0,0
454,Namatanai,PG,2022-11-25 03:50:00,-3.6667,152.4333,85.91,62,24,4.5,few clouds,0,0
455,Snezhnogorsk,RU,2022-11-25 03:50:00,69.1933,33.2531,15.58,90,23,11.36,few clouds,0,0
456,Boa Vista,BR,2022-11-25 03:50:01,2.8197,-60.6733,75.18,88,40,4.61,scattered clouds,0,0
457,Gdov,RU,2022-11-25 03:50:01,58.7406,27.8122,24.42,83,99,11.7,overcast clouds,0,0
458,General Roca,AR,2022-11-25 03:50:02,-39.0333,-67.5833,71.62,46,100,18.14,overcast clouds,0,0
459,Lebu,CL,2022-11-25 03:47:46,-37.6167,-73.65,53.82,83,100,17.09,overcast clouds,0,0
460,Portsmouth,GB,2022-11-25 03:46:20,50.799,-1.0913,52.97,85,1,5.99,clear sky,0,0
461,Vostok,RU,2022-11-25 03:50:03,46.4856,135.8833,26.04,95,100,4.41,snow,0,0
462,Ilhabela,BR,2022-11-25 03:50:04,-23.7781,-45.3581,70.29,90,60,5.17,light rain,0,0
463,Joshimath,IN,2022-11-25 03:50:04,30.5667,79.5667,65.59,17,25,1.59,scattered clouds,0,0
464,Hualmay,PE,2022-11-25 03:50:04,-11.0964,-77.6139,66.25,88,20,8.97,few clouds,0,0
465,Umm Kaddadah,SD,2022-11-25 03:50:05,13.6017,26.6876,64.0,24,17,14.45,few clouds,0,0
466,Le Pont-De-Claix,FR,2022-11-25 03:50:05,45.1244,5.7064,48.61,79,100,1.9,overcast clouds,0,0
467,Sasaguri,JP,2022-11-25 03:50:06,33.6167,130.5333,71.08,40,0,12.66,clear sky,0,0
468,Jining,CN,2022-11-25 03:50:06,35.405,116.5814,64.08,53,70,5.06,broken clouds,0,0
469,Asmara,ER,2022-11-25 03:50:07,15.3333,38.9333,54.72,48,0,1.43,clear sky,0,0
470,San Jose,US,2022-11-25 03:47:29,37.3394,-121.895,60.82,57,0,3.44,clear sky,0,0
471,Polunochnoye,RU,2022-11-25 03:50:07,60.8697,60.4153,-11.6,96,8,3.51,clear sky,0,0
472,Sur,OM,2022-11-25 03:50:08,22.5667,59.5289,78.84,38,5,1.32,clear sky,0,0
473,Tselina,RU,2022-11-25 03:50:08,46.5338,41.0328,43.88,79,100,14.81,overcast clouds,0,0
474,Nhulunbuy,AU,2022-11-25 03:50:08,-12.2333,136.7667,92.01,55,40,12.66,scattered clouds,0,0
475,Hobyo,SO,2022-11-25 03:50:09,5.3505,48.5268,80.06,70,27,9.91,scattered clouds,0,0
476,Verkhoyansk,RU,2022-11-25 03:50:09,67.5447,133.385,-30.32,98,100,1.74,overcast clouds,0,0
477,Cap Malheureux,MU,2022-11-25 03:50:10,-19.9842,57.6142,79.47,63,56,10.0,broken clouds,0,0
478,Yaan,NG,2022-11-25 03:50:10,7.3833,8.5667,69.76,29,4,2.86,clear sky,0,0
479,Peto,MX,2022-11-25 03:50:10,20.1333,-88.9167,72.54,95,84,2.91,broken clouds,0,0
480,Nogales,MX,2022-11-25 03:50:11,31.3086,-110.9422,51.37,24,0,14.97,clear sky,0,0
481,Atar,MR,2022-11-25 03:50:11,20.5169,-13.0499,71.42,16,100,8.23,overcast clouds,0,0
482,Oussouye,SN,2022-11-25 03:50:12,12.485,-16.5469,77.09,28,100,7.31,overcast clouds,0,0
483,Acarau,BR,2022-11-25 03:50:12,-2.8856,-40.12,78.33,80,51,14.23,broken clouds,0,0
484,Staunton,US,2022-11-25 03:50:13,38.1496,-79.0717,47.17,67,75,4.61,broken clouds,0,0
485,Lock Haven,US,2022-11-25 03:50:13,41.137,-77.4469,46.89,77,94,3.33,overcast clouds,0,0
486,Dukat,RU,2022-11-25 03:50:14,62.55,155.55,-22.16,96,100,3.56,overcast clouds,0,0
